"Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","Referee","HS","AS","HST","AST","HF","AF","HC","AC","HY","AY","HR","AR","Season"
"SC0","21/09/2019","Livingston","Aberdeen",0,2,"A",0,1,"A","N Walsh",4,4,2,2,8,13,3,3,2,0,0,0,"2019/20"
"SC0","21/09/2019","Motherwell","Ross County",1,2,"A",0,0,"D","A Muir",13,10,6,4,12,14,6,4,1,2,1,0,"2019/20"
"SC0","21/09/2019","St Mirren","Hamilton",0,0,"D",0,0,"D","D Munro",15,3,2,1,12,6,8,6,1,2,0,1,"2019/20"
"SC0","22/09/2019","St Johnstone","Rangers",0,4,"A",0,0,"D","A Dallas",5,17,2,9,14,7,2,7,1,0,0,0,"2019/20"
"SC0","22/09/2019","Celtic","Kilmarnock",3,1,"H",1,1,"D","G Aitken",21,6,11,3,9,8,5,4,1,1,0,0,"2019/20"
"SC0","22/09/2019","Hibernian","Hearts",1,2,"A",0,0,"D","J Beaton",14,7,4,3,14,7,7,7,1,1,0,0,"2019/20"
"SC0","28/09/2019","Hibernian","Celtic",1,1,"D",1,1,"D","K Clancy",3,20,2,7,13,14,1,4,3,5,0,0,"2019/20"
"SC0","28/09/2019","Hamilton","Livingston",2,1,"H",1,1,"D","S McLean",6,7,2,2,15,14,4,7,1,1,0,0,"2019/20"
"SC0","28/09/2019","Kilmarnock","Ross County",0,0,"D",0,0,"D","A Newlands",11,10,6,2,10,12,2,4,0,2,0,0,"2019/20"
"SC0","28/09/2019","Rangers","Aberdeen",5,0,"H",2,0,"H","B Madden",27,4,11,1,9,11,7,1,0,3,0,0,"2019/20"
"SC0","28/09/2019","St Johnstone","Motherwell",0,1,"A",0,1,"A","G Duncan",6,5,3,1,16,17,6,3,1,3,0,1,"2019/20"
"SC0","28/09/2019","St Mirren","Hearts",0,0,"D",0,0,"D","A Dallas",7,11,0,5,5,12,3,8,1,1,0,0,"2019/20"
"SC0","05/10/2019","Aberdeen","Hibernian",1,1,"D",0,0,"D","D Robertson",9,9,2,5,12,9,9,5,1,1,2,0,"2019/20"
"SC0","05/10/2019","Hearts","Kilmarnock",0,1,"A",0,1,"A","A Muir",11,14,3,3,8,9,5,2,0,2,0,0,"2019/20"
"SC0","05/10/2019","Motherwell","St Mirren",2,0,"H",1,0,"H","J Beaton",19,14,9,5,7,11,2,9,0,2,0,0,"2019/20"
"SC0","05/10/2019","Ross County","St Johnstone",2,2,"D",1,1,"D","E Anderson",7,17,3,10,14,11,6,12,2,3,0,0,"2019/20"
"SC0","06/10/2019","Livingston","Celtic",2,0,"H",0,0,"D","W Collum",10,12,4,4,19,11,0,7,3,2,0,1,"2019/20"
"SC0","06/10/2019","Rangers","Hamilton",5,0,"H",2,0,"H","N Walsh",23,3,11,0,11,7,8,0,0,1,0,0,"2019/20"
"SC0","19/10/2019","Celtic","Ross County",6,0,"H",1,0,"H","D Robertson",28,2,14,1,11,9,12,0,0,1,0,0,"2019/20"
"SC0","19/10/2019","Hamilton","Hibernian",1,1,"D",0,1,"A","J Beaton",6,10,2,3,9,13,6,8,1,1,0,0,"2019/20"
"SC0","19/10/2019","Kilmarnock","Livingston",2,1,"H",1,0,"H","S McLean",11,10,4,3,12,17,2,2,2,2,0,0,"2019/20"
"SC0","19/10/2019","Motherwell","Aberdeen",0,3,"A",0,1,"A","E Anderson",12,12,6,6,9,12,2,5,1,2,0,0,"2019/20"
"SC0","19/10/2019","St Mirren","St Johnstone",2,0,"H",1,0,"H","N Walsh",12,10,5,2,17,18,6,1,1,2,0,0,"2019/20"
"SC0","20/10/2019","Hearts","Rangers",1,1,"D",1,1,"D","K Clancy",6,6,4,1,15,14,2,9,4,4,0,0,"2019/20"
"SC0","26/10/2019","Hibernian","Ross County",2,2,"D",0,0,"D","S McLean",13,7,6,3,15,10,5,5,1,1,0,0,"2019/20"
"SC0","26/10/2019","Kilmarnock","St Mirren",1,0,"H",0,0,"D","W Collum",5,9,3,3,11,13,3,4,0,0,0,0,"2019/20"
"SC0","26/10/2019","Livingston","Hearts",0,0,"D",0,0,"D","G Aitken",4,10,2,6,13,11,5,3,4,3,1,0,"2019/20"
"SC0","26/10/2019","St Johnstone","Hamilton",3,2,"H",1,1,"D","A Muir",20,4,5,2,15,16,10,3,0,1,0,0,"2019/20"
"SC0","27/10/2019","Aberdeen","Celtic",0,4,"A",0,4,"A","J Beaton",1,15,0,5,13,8,2,8,1,0,0,0,"2019/20"
"SC0","27/10/2019","Rangers","Motherwell",2,1,"H",1,1,"D","A Dallas",19,4,6,1,10,10,5,1,0,3,0,0,"2019/20"
"SC0","30/10/2019","Celtic","St Mirren",2,0,"H",0,0,"D","K Clancy",24,5,9,1,9,5,4,1,0,1,0,0,"2019/20"
"SC0","30/10/2019","Hamilton","Aberdeen",0,1,"A",0,1,"A","W Collum",6,12,2,4,17,23,3,11,1,1,0,0,"2019/20"
"SC0","30/10/2019","Hibernian","Livingston",2,2,"D",0,2,"A","G Duncan",17,12,8,4,10,13,10,5,1,1,0,0,"2019/20"
"SC0","30/10/2019","Motherwell","Kilmarnock",2,1,"H",1,1,"D","D Robertson",14,8,4,3,13,8,8,7,1,2,0,1,"2019/20"
"SC0","30/10/2019","Ross County","Rangers",0,4,"A",0,3,"A","B Madden",2,20,0,6,15,10,0,9,1,0,0,0,"2019/20"
"SC0","30/10/2019","St Johnstone","Hearts",1,0,"H",0,0,"D","D Munro",7,3,3,1,8,21,4,4,1,4,0,0,"2019/20"
"SC0","02/11/2019","Aberdeen","Kilmarnock",3,0,"H",2,0,"H","K Clancy",12,6,6,3,10,14,6,3,2,1,0,0,"2019/20"
"SC0","02/11/2019","Hamilton","Ross County",2,2,"D",0,1,"A","C Steven",9,9,3,5,16,17,8,6,2,3,1,0,"2019/20"
"SC0","02/11/2019","Motherwell","Livingston",2,1,"H",0,0,"D","E Anderson",10,9,5,5,12,11,3,5,1,2,0,0,"2019/20"
"SC0","09/11/2019","Hearts","St Mirren",5,2,"H",3,2,"H","E Anderson",11,13,6,5,16,6,8,4,0,0,0,0,"2019/20"
"SC0","09/11/2019","Kilmarnock","Hamilton",2,2,"D",1,2,"A","G Duncan",16,5,6,3,11,8,12,4,1,2,0,1,"2019/20"
"SC0","09/11/2019","Ross County","Aberdeen",1,3,"A",1,1,"D","A Newlands",4,15,3,6,13,13,3,7,2,1,0,0,"2019/20"
"SC0","09/11/2019","St Johnstone","Hibernian",1,4,"A",0,2,"A","A Dallas",7,15,3,6,9,7,4,4,1,0,0,0,"2019/20"
"SC0","10/11/2019","Celtic","Motherwell",2,0,"H",1,0,"H","A Muir",16,5,7,0,7,12,8,5,0,1,0,0,"2019/20"
"SC0","10/11/2019","Livingston","Rangers",0,2,"A",0,1,"A","N Walsh",5,13,2,4,17,10,1,4,3,0,0,0,"2019/20"
"SC0","23/11/2019","Celtic","Livingston",4,0,"H",1,0,"H","A Dallas",24,2,12,1,1,9,9,1,1,2,0,0,"2019/20"
"SC0","23/11/2019","Hibernian","Motherwell",3,1,"H",2,1,"H","J Beaton",10,11,6,4,14,10,1,10,3,2,0,0,"2019/20"
"SC0","23/11/2019","Kilmarnock","Hearts",3,0,"H",3,0,"H","B Madden",9,11,7,2,10,13,7,6,1,0,0,0,"2019/20"
"SC0","23/11/2019","St Mirren","Ross County",2,1,"H",1,1,"D","E Anderson",16,7,5,5,12,13,10,4,1,4,0,0,"2019/20"
"SC0","24/11/2019","Hamilton","Rangers",1,3,"A",1,2,"A","S McLean",8,17,3,8,11,8,4,9,2,2,0,0,"2019/20"
"SC0","24/11/2019","St Johnstone","Aberdeen",1,1,"D",0,1,"A","K Clancy",4,13,2,7,13,15,3,6,3,2,2,0,"2019/20"
"SC0","26/11/2019","St Mirren","Hibernian",1,2,"A",0,1,"A","A Newlands",13,4,3,2,13,12,7,2,1,4,0,0,"2019/20"
"SC0","30/11/2019","Aberdeen","St Mirren",2,1,"H",1,1,"D","S McLean",14,12,7,6,11,9,7,3,1,2,0,0,"2019/20"
"SC0","30/11/2019","Hibernian","Kilmarnock",2,2,"D",1,0,"H","K Clancy",20,6,10,4,9,9,7,2,1,1,0,0,"2019/20"
"SC0","30/11/2019","Livingston","Hamilton",0,0,"D",0,0,"D","W Collum",8,3,3,0,14,14,6,2,0,1,0,0,"2019/20"
"SC0","30/11/2019","Motherwell","St Johnstone",4,0,"H",1,0,"H","E Anderson",16,11,5,3,15,7,5,4,0,1,0,0,"2019/20"
"SC0","01/12/2019","Ross County","Celtic",1,4,"A",1,2,"A","N Walsh",2,19,2,7,12,8,0,11,1,2,0,0,"2019/20"
"SC0","01/12/2019","Rangers","Hearts",5,0,"H",2,0,"H","D Robertson",13,2,6,1,8,13,4,3,2,3,0,0,"2019/20"
"SC0","04/12/2019","Aberdeen","Rangers",2,2,"D",1,2,"A","J Beaton",8,13,5,8,19,8,2,8,2,2,0,0,"2019/20"
"SC0","04/12/2019","Celtic","Hamilton",2,1,"H",1,0,"H","A Muir",22,9,5,5,10,9,7,2,0,0,0,0,"2019/20"
"SC0","04/12/2019","Hearts","Livingston",1,1,"D",0,1,"A","G Aitken",19,8,9,3,13,14,5,5,0,4,0,0,"2019/20"
"SC0","04/12/2019","Kilmarnock","St Johnstone",0,0,"D",0,0,"D","B Madden",3,11,1,2,19,13,2,7,1,1,0,0,"2019/20"
"SC0","04/12/2019","Ross County","Hibernian",2,1,"H",0,1,"A","D Munro",10,14,6,5,10,7,2,8,3,2,0,0,"2019/20"
"SC0","04/12/2019","St Mirren","Motherwell",0,3,"A",0,2,"A","A Dallas",8,16,3,6,10,14,3,7,1,1,0,0,"2019/20"
"SC0","07/12/2019","Hamilton","St Mirren",0,1,"A",0,0,"D","D Robertson",4,16,1,5,13,14,10,6,1,3,1,0,"2019/20"
"SC0","07/12/2019","Hibernian","Aberdeen",3,0,"H",0,0,"D","C Steven",14,9,5,5,10,19,5,3,0,2,0,0,"2019/20"
"SC0","07/12/2019","Livingston","Kilmarnock",3,0,"H",0,0,"D","J Beaton",11,5,5,1,11,10,6,2,0,2,0,0,"2019/20"
"SC0","07/12/2019","Motherwell","Hearts",1,0,"H",1,0,"H","A Muir",4,7,1,2,13,15,5,1,3,1,0,1,"2019/20"
"SC0","14/12/2019","Aberdeen","Hamilton",1,0,"H",0,0,"D","W Collum",17,4,5,0,20,10,8,4,0,1,0,0,"2019/20"
"SC0","14/12/2019","Hearts","St Johnstone",0,1,"A",0,0,"D","A Newlands",6,9,3,3,15,7,12,7,2,2,0,0,"2019/20"
"SC0","14/12/2019","Ross County","Kilmarnock",1,0,"H",0,0,"D","A Muir",13,10,4,2,13,16,7,4,3,1,0,0,"2019/20"
"SC0","14/12/2019","St Mirren","Livingston",3,3,"D",1,2,"A","N Walsh",9,10,5,5,10,14,5,7,1,3,0,0,"2019/20"
"SC0","15/12/2019","Motherwell","Rangers",0,2,"A",0,1,"A","D Robertson",7,15,1,7,12,15,2,9,3,2,0,1,"2019/20"
"SC0","15/12/2019","Celtic","Hibernian",2,0,"H",1,0,"H","J Beaton",21,4,5,0,7,8,5,2,1,2,0,0,"2019/20"
"SC0","18/12/2019","Hearts","Celtic",0,2,"A",0,2,"A","B Madden",12,13,3,5,11,10,2,7,4,2,0,0,"2019/20"
"SC0","20/12/2019","Hibernian","Rangers",0,3,"A",0,2,"A","N Walsh",7,13,1,10,9,7,2,5,5,1,1,0,"2019/20"
"SC0","21/12/2019","Celtic","Aberdeen",2,1,"H",1,1,"D","E Anderson",28,2,11,1,12,13,6,1,2,1,0,1,"2019/20"
"SC0","21/12/2019","Hamilton","Hearts",2,1,"H",0,0,"D","D Munro",6,19,4,3,15,16,1,11,3,4,0,0,"2019/20"
"SC0","21/12/2019","Kilmarnock","Motherwell",0,1,"A",0,0,"D","W Collum",14,9,6,5,15,17,3,5,1,3,0,0,"2019/20"
"SC0","21/12/2019","Livingston","Ross County",4,0,"H",2,0,"H","C Steven",10,4,6,2,16,12,6,2,1,0,0,0,"2019/20"
"SC0","21/12/2019","St Johnstone","St Mirren",0,0,"D",0,0,"D","J Beaton",7,10,2,3,9,12,6,4,3,2,0,0,"2019/20"
"SC0","26/12/2019","Hearts","Hibernian",0,2,"A",0,2,"A","D Robertson",16,7,5,4,17,10,10,2,3,2,0,0,"2019/20"
"SC0","26/12/2019","Aberdeen","Livingston",2,1,"H",1,0,"H","B Madden",11,5,3,2,12,10,6,4,1,0,0,0,"2019/20"
"SC0","26/12/2019","Hamilton","St Johnstone",0,1,"A",0,0,"D","G Duncan",7,6,2,1,8,17,2,4,1,2,0,0,"2019/20"
"SC0","26/12/2019","Rangers","Kilmarnock",1,0,"H",0,0,"D","S McLean",19,3,7,2,10,11,12,1,0,3,0,0,"2019/20"
"SC0","26/12/2019","Ross County","Motherwell",1,2,"A",1,0,"H","G Aitken",12,19,2,8,16,10,2,6,3,3,1,0,"2019/20"
"SC0","26/12/2019","St Mirren","Celtic",1,2,"A",0,2,"A","W Collum",8,17,4,5,6,8,3,10,1,1,0,0,"2019/20"
"SC0","29/12/2019","Celtic","Rangers",1,2,"A",1,1,"D","K Clancy",11,9,5,5,17,13,11,7,3,3,0,1,"2019/20"
"SC0","29/12/2019","Hearts","Aberdeen",1,1,"D",0,0,"D","A Muir",11,7,5,2,17,13,6,5,2,3,1,0,"2019/20"
"SC0","29/12/2019","Livingston","Hibernian",2,0,"H",0,0,"D","E Anderson",13,5,6,1,13,15,7,3,2,1,0,0,"2019/20"
"SC0","29/12/2019","Motherwell","Hamilton",1,2,"A",1,0,"H","J Beaton",9,13,3,5,7,9,2,4,2,3,0,0,"2019/20"
"SC0","29/12/2019","St Johnstone","Ross County",1,1,"D",0,0,"D","B Madden",15,4,3,3,6,14,7,1,2,6,0,1,"2019/20"
"SC0","29/12/2019","St Mirren","Kilmarnock",1,0,"H",1,0,"H","A Newlands",19,3,5,1,12,14,7,5,2,3,0,0,"2019/20"
"SC0","22/01/2020","Aberdeen","Motherwell",0,1,"A",0,1,"A","W Collum",7,5,2,3,12,16,9,1,1,3,0,0,"2019/20"
"SC0","22/01/2020","Hibernian","Hamilton",2,1,"H",0,1,"A","A Dallas",15,8,5,3,10,11,8,2,0,3,0,0,"2019/20"
"SC0","22/01/2020","Kilmarnock","Celtic",1,3,"A",0,1,"A","D Robertson",6,17,3,6,13,12,4,8,1,2,0,0,"2019/20"
"SC0","22/01/2020","Livingston","St Johnstone",1,0,"H",0,0,"D","E Anderson",8,6,4,3,9,8,6,6,2,1,0,0,"2019/20"
"SC0","22/01/2020","Rangers","St Mirren",1,0,"H",1,0,"H","N Walsh",17,1,5,0,10,9,10,3,2,2,0,0,"2019/20"
"SC0","22/01/2020","Ross County","Hearts",0,0,"D",0,0,"D","G Duncan",6,4,2,0,9,15,5,9,1,1,0,0,"2019/20"
"SC0","25/01/2020","Celtic","Ross County",3,0,"H",1,0,"H","K Clancy",14,7,6,2,7,10,14,0,1,0,0,0,"2019/20"
"SC0","25/01/2020","Hamilton","Livingston",2,4,"A",1,2,"A","B Madden",10,9,3,5,11,7,3,3,1,1,0,0,"2019/20"
"SC0","25/01/2020","Motherwell","Hibernian",0,0,"D",0,0,"D","C Steven",11,4,3,2,8,17,7,4,1,5,0,0,"2019/20"
"SC0","25/01/2020","St Johnstone","Kilmarnock",2,1,"H",1,1,"D","A Muir",8,7,4,3,11,13,6,3,2,3,0,0,"2019/20"
"SC0","26/01/2020","St Mirren","Aberdeen",0,0,"D",0,0,"D","D Robertson",9,13,2,3,13,8,2,11,1,0,0,0,"2019/20"
"SC0","26/01/2020","Hearts","Rangers",2,1,"H",0,0,"D","S McLean",8,11,5,2,18,7,4,6,1,2,0,0,"2019/20"
"SC0","29/01/2020","Rangers","Ross County",2,0,"H",1,0,"H","D Robertson",13,2,4,0,15,15,11,4,2,4,0,0,"2019/20"
"SC0","29/01/2020","St Johnstone","Celtic",0,3,"A",0,3,"A","J Beaton",8,15,4,7,4,8,6,3,2,0,0,0,"2019/20"
"SC0","01/02/2020","Hibernian","St Mirren",2,2,"D",2,2,"D","D Munro",9,8,5,3,14,11,11,4,2,1,0,0,"2019/20"
"SC0","01/02/2020","Kilmarnock","Ross County",3,1,"H",0,1,"A","W Collum",18,7,6,5,10,16,5,3,1,3,0,0,"2019/20"
"SC0","01/02/2020","Livingston","Motherwell",1,0,"H",0,0,"D","J Beaton",16,1,7,0,11,16,14,1,2,3,0,0,"2019/20"
"SC0","01/02/2020","Rangers","Aberdeen",0,0,"D",0,0,"D","A Dallas",16,4,5,2,9,18,10,1,3,4,0,0,"2019/20"
"SC0","01/02/2020","St Johnstone","Hearts",3,3,"D",1,2,"A","G Aitken",14,7,8,4,17,16,8,7,2,3,0,0,"2019/20"
"SC0","02/02/2020","Hamilton","Celtic",1,4,"A",1,1,"D","N Walsh",4,21,2,6,12,6,2,15,3,2,1,0,"2019/20"
"SC0","05/02/2020","Aberdeen","St Johnstone",0,1,"A",0,1,"A","K Clancy",7,4,3,2,19,11,5,2,2,2,0,0,"2019/20"
"SC0","05/02/2020","Hearts","Kilmarnock",2,3,"A",0,2,"A","D Munro",15,7,11,5,15,9,12,6,4,1,0,1,"2019/20"
"SC0","05/02/2020","Motherwell","Celtic",0,4,"A",0,1,"A","D Robertson",11,18,4,6,15,8,4,2,1,0,0,0,"2019/20"
"SC0","05/02/2020","Rangers","Hibernian",2,1,"H",1,1,"D","B Madden",16,5,7,4,12,15,18,3,1,2,0,0,"2019/20"
"SC0","05/02/2020","Ross County","Livingston",2,0,"H",1,0,"H","N Walsh",5,10,2,2,13,8,3,5,3,3,0,0,"2019/20"
"SC0","05/02/2020","St Mirren","Hamilton",1,1,"D",0,1,"A","A Newlands",11,9,2,2,15,12,6,5,2,1,0,0,"2019/20"
"SC0","11/02/2020","Hamilton","Aberdeen",1,3,"A",0,3,"A","G Aitken",3,8,1,5,9,14,4,8,0,1,0,0,"2019/20"
"SC0","12/02/2020","Celtic","Hearts",5,0,"H",1,0,"H","W Collum",22,5,12,2,17,16,10,6,1,2,0,1,"2019/20"
"SC0","12/02/2020","Hibernian","Ross County",3,0,"H",2,0,"H","S McLean",10,4,6,2,8,13,6,5,1,3,0,0,"2019/20"
"SC0","12/02/2020","Kilmarnock","Rangers",2,1,"H",0,1,"A","J Beaton",7,14,2,4,10,8,9,3,3,3,0,0,"2019/20"
"SC0","12/02/2020","Livingston","St Mirren",2,1,"H",1,0,"H","D Munro",10,9,4,4,13,13,6,5,0,1,0,0,"2019/20"
"SC0","12/02/2020","St Johnstone","Motherwell",2,1,"H",1,1,"D","N Walsh",11,5,4,1,10,18,4,5,0,2,0,1,"2019/20"
"SC0","15/02/2020","Hearts","Hamilton",2,2,"D",0,2,"A","K Clancy",17,3,8,3,17,11,7,1,2,1,0,1,"2019/20"
"SC0","15/02/2020","Ross County","St Johnstone",1,1,"D",0,1,"A","C Steven",5,13,2,5,11,5,7,3,1,1,0,0,"2019/20"
"SC0","16/02/2020","Aberdeen","Celtic",1,2,"A",1,1,"D","A Dallas",6,6,3,4,10,14,5,3,2,1,0,0,"2019/20"
"SC0","16/02/2020","Rangers","Livingston",1,0,"H",0,0,"D","E Anderson",11,3,4,2,4,14,10,4,0,3,0,0,"2019/20"
"SC0","16/02/2020","Kilmarnock","Hibernian",1,2,"A",1,2,"A","A Muir",12,11,7,6,9,11,10,6,2,2,0,0,"2019/20"
"SC0","22/02/2020","Aberdeen","Ross County",1,2,"A",1,1,"D","G Duncan",8,7,2,5,11,10,4,2,0,1,1,0,"2019/20"
"SC0","22/02/2020","Hamilton","Motherwell",0,0,"D",0,0,"D","C Steven",16,11,3,5,14,15,5,5,2,3,0,1,"2019/20"
"SC0","22/02/2020","Hibernian","Livingston",1,1,"D",0,0,"D","A Newlands",7,7,5,1,8,12,11,5,1,1,0,0,"2019/20"
"SC0","23/02/2020","St Johnstone","Rangers",2,2,"D",1,0,"H","W Collum",7,21,4,9,9,5,5,6,1,0,0,0,"2019/20"
"SC0","23/02/2020","Celtic","Kilmarnock",3,1,"H",2,1,"H","K Clancy",30,3,13,1,6,9,7,2,1,1,0,1,"2019/20"
"SC0","25/02/2020","Motherwell","St Mirren",1,2,"A",1,0,"H","D Munro",14,9,6,3,13,9,11,6,1,5,0,0,"2019/20"
"SC0","03/03/2020","Hibernian","Hearts",1,3,"A",0,0,"D","K Clancy",8,10,1,4,12,20,5,7,3,2,0,0,"2019/20"
"SC0","04/03/2020","Kilmarnock","Aberdeen",2,2,"D",2,1,"H","A Newlands",16,7,9,4,10,16,9,1,0,5,0,0,"2019/20"
"SC0","04/03/2020","Livingston","Celtic",2,2,"D",1,1,"D","W Collum",5,13,4,7,13,6,4,7,3,1,0,0,"2019/20"
"SC0","04/03/2020","Motherwell","Ross County",4,1,"H",2,1,"H","A Muir",17,7,8,4,10,13,8,5,2,3,0,0,"2019/20"
"SC0","04/03/2020","Rangers","Hamilton",0,1,"A",0,0,"D","N Walsh",31,8,9,3,6,9,16,1,1,1,0,0,"2019/20"
"SC0","04/03/2020","St Mirren","St Johnstone",0,0,"D",0,0,"D","E Anderson",15,9,4,2,10,13,9,5,2,1,0,1,"2019/20"
"SC0","07/03/2020","Aberdeen","Hibernian",3,1,"H",0,1,"A","J Beaton",15,6,5,4,11,12,7,0,0,2,0,1,"2019/20"
"SC0","07/03/2020","Celtic","St Mirren",5,0,"H",2,0,"H","G Duncan",19,8,16,4,9,5,10,1,1,2,0,0,"2019/20"
"SC0","07/03/2020","Hamilton","Kilmarnock",1,0,"H",0,0,"D","W Collum",11,14,2,5,12,11,6,9,2,2,1,0,"2019/20"
"SC0","07/03/2020","Hearts","Motherwell",1,1,"D",0,1,"A","D Robertson",12,11,2,5,11,12,7,5,2,3,0,0,"2019/20"
"SC0","07/03/2020","St Johnstone","Livingston",1,0,"H",0,0,"D","K Clancy",3,9,3,4,10,11,5,7,1,2,0,0,"2019/20"
"SC0","08/03/2020","Ross County","Rangers",0,1,"A",0,0,"D","A Dallas",3,12,2,7,13,8,5,15,4,0,0,0,"2019/20"
"SC0","11/03/2020","St Mirren","Hearts",1,0,"H",0,0,"D","A Muir",8,5,3,1,16,19,5,3,0,2,0,0,"2019/20"
"SC0","01/08/2020","Aberdeen","Rangers",0,1,"A",0,1,"A","B Madden",4,15,0,4,18,14,2,6,1,0,1,0,"2020/21"
"SC0","01/08/2020","Dundee United","St Johnstone",1,1,"D",1,0,"H","K Clancy",16,9,4,4,12,8,3,3,1,2,0,1,"2020/21"
"SC0","01/08/2020","Hibernian","Kilmarnock",2,1,"H",2,1,"H","J Beaton",11,12,3,2,13,12,5,4,1,1,0,0,"2020/21"
"SC0","01/08/2020","St Mirren","Livingston",1,0,"H",1,0,"H","D Robertson",6,12,2,3,16,16,2,5,3,2,0,0,"2020/21"
"SC0","02/08/2020","Celtic","Hamilton",5,1,"H",2,1,"H","W Collum",25,7,15,2,9,8,11,8,1,3,0,0,"2020/21"
"SC0","03/08/2020","Ross County","Motherwell",1,0,"H",1,0,"H","N Walsh",9,15,3,1,24,12,5,8,3,1,0,1,"2020/21"
"SC0","08/08/2020","Hamilton","Ross County",0,1,"A",0,0,"D","B Madden",9,10,4,6,14,15,9,1,0,1,0,0,"2020/21"
"SC0","08/08/2020","Livingston","Hibernian",1,4,"A",0,3,"A","E Anderson",12,18,3,8,17,11,5,4,1,1,0,0,"2020/21"
"SC0","08/08/2020","Motherwell","Dundee United",0,1,"A",0,0,"D","S McLean",18,11,4,3,11,12,7,8,2,0,0,0,"2020/21"
"SC0","09/08/2020","Rangers","St Mirren",3,0,"H",1,0,"H","A Dallas",28,4,12,2,9,8,14,1,0,2,0,0,"2020/21"
"SC0","09/08/2020","Kilmarnock","Celtic",1,1,"D",1,1,"D","A Muir",6,17,1,2,13,14,1,2,2,1,0,0,"2020/21"
"SC0","11/08/2020","Dundee United","Hibernian",0,1,"A",0,0,"D","D Robertson",10,8,1,3,16,13,7,3,3,2,0,0,"2020/21"
"SC0","12/08/2020","Motherwell","Livingston",2,2,"D",2,1,"H","C Steven",9,15,3,5,13,18,4,6,2,1,0,0,"2020/21"
"SC0","12/08/2020","Rangers","St Johnstone",3,0,"H",2,0,"H","E Anderson",15,4,5,2,10,10,6,2,0,2,0,0,"2020/21"
"SC0","12/08/2020","Ross County","Kilmarnock",2,2,"D",1,0,"H","G Duncan",14,12,5,5,18,11,3,3,3,2,0,0,"2020/21"
"SC0","15/08/2020","Hamilton","St Mirren",0,1,"A",0,1,"A","S Kirkland",12,19,5,7,6,12,2,9,0,3,0,0,"2020/21"
"SC0","15/08/2020","Kilmarnock","St Johnstone",1,2,"A",0,0,"D","A Dallas",11,17,4,5,10,9,11,1,1,2,1,0,"2020/21"
"SC0","15/08/2020","Ross County","Dundee United",1,2,"A",1,1,"D","C Napier",12,13,2,4,13,13,5,7,2,1,0,0,"2020/21"
"SC0","15/08/2020","Hibernian","Motherwell",0,0,"D",0,0,"D","G Aitken",12,17,2,2,10,17,6,10,0,1,0,0,"2020/21"
"SC0","16/08/2020","Livingston","Rangers",0,0,"D",0,0,"D","N Walsh",2,23,1,3,10,7,0,9,0,1,0,0,"2020/21"
"SC0","20/08/2020","St Johnstone","Aberdeen",0,1,"A",0,0,"D","W Collum",11,6,1,3,17,13,5,1,1,3,0,0,"2020/21"
"SC0","22/08/2020","Motherwell","Hamilton",0,1,"A",0,0,"D","A Muir",17,8,4,2,17,12,13,5,2,1,0,0,"2020/21"
"SC0","22/08/2020","Rangers","Kilmarnock",2,0,"H",0,0,"D","K Clancy",26,2,10,0,18,9,9,2,1,1,0,0,"2020/21"
"SC0","22/08/2020","St Mirren","Ross County",1,1,"D",1,0,"H","M Roncone",12,18,6,2,11,12,3,4,0,2,1,0,"2020/21"
"SC0","22/08/2020","Dundee United","Celtic",0,1,"A",0,0,"D","A Dallas",7,23,1,9,18,10,6,10,2,2,0,0,"2020/21"
"SC0","23/08/2020","Aberdeen","Livingston",2,1,"H",0,0,"D","S McLean",7,10,5,2,11,16,1,3,0,2,0,0,"2020/21"
"SC0","23/08/2020","St Johnstone","Hibernian",0,1,"A",0,0,"D","J Beaton",10,10,0,3,16,14,5,4,2,2,1,0,"2020/21"
"SC0","29/08/2020","Kilmarnock","Dundee United",4,0,"H",2,0,"H","D Munro",15,18,9,1,13,12,2,10,3,1,0,0,"2020/21"
"SC0","29/08/2020","Livingston","Ross County",1,0,"H",0,0,"D","J Beaton",9,4,3,1,15,16,14,5,1,3,0,1,"2020/21"
"SC0","29/08/2020","St Johnstone","St Mirren",1,0,"H",0,0,"D","K Clancy",21,5,6,2,7,12,11,2,0,1,0,0,"2020/21"
"SC0","29/08/2020","Hamilton","Rangers",0,2,"A",0,2,"A","W Collum",5,24,2,6,11,12,6,3,1,2,1,0,"2020/21"
"SC0","30/08/2020","Celtic","Motherwell",3,0,"H",1,0,"H","D Robertson",17,5,6,1,11,10,7,3,1,2,0,0,"2020/21"
"SC0","30/08/2020","Hibernian","Aberdeen",0,1,"A",0,1,"A","N Walsh",9,14,3,7,11,18,6,4,0,1,0,0,"2020/21"
"SC0","12/09/2020","Aberdeen","Kilmarnock",1,0,"H",1,0,"H","B Madden",13,7,3,1,8,14,10,10,0,1,0,0,"2020/21"
"SC0","12/09/2020","Livingston","Hamilton",1,2,"A",1,0,"H","D Robertson",18,12,3,4,20,13,8,2,2,2,0,0,"2020/21"
"SC0","12/09/2020","Motherwell","St Johnstone",1,0,"H",1,0,"H","E Anderson",6,12,2,3,16,11,2,3,4,0,0,0,"2020/21"
"SC0","12/09/2020","Rangers","Dundee United",4,0,"H",2,0,"H","K Clancy",25,6,9,1,4,16,6,2,1,3,0,0,"2020/21"
