"Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","Referee","HS","AS","HST","AST","HF","AF","HC","AC","HY","AY","HR","AR","Season"
"SC0","10/11/2018","St Johnstone","Hamilton",4,0,"H",2,0,"H","S McLean",20,4,6,0,11,23,2,2,1,4,0,0,"2018/19"
"SC0","11/11/2018","Livingston","Celtic",0,0,"D",0,0,"D","K Clancy",7,17,2,6,15,4,4,9,2,0,0,0,"2018/19"
"SC0","11/11/2018","Rangers","Motherwell",7,1,"H",3,1,"H","C Thomson",18,6,11,1,9,19,10,0,0,1,0,1,"2018/19"
"SC0","24/11/2018","Hamilton","Celtic",0,3,"A",0,1,"A","D Robertson",2,17,0,4,12,8,3,6,3,0,0,0,"2018/19"
"SC0","24/11/2018","Hibernian","Dundee",2,2,"D",2,1,"H","G Aitken",10,5,4,4,14,7,5,5,3,1,0,0,"2018/19"
"SC0","24/11/2018","Motherwell","Aberdeen",3,0,"H",2,0,"H","J Beaton",12,11,7,6,15,14,4,6,1,1,0,0,"2018/19"
"SC0","24/11/2018","Rangers","Livingston",3,0,"H",1,0,"H","N Walsh",18,8,6,2,6,14,8,5,2,0,0,0,"2018/19"
"SC0","24/11/2018","St Johnstone","Kilmarnock",0,0,"D",0,0,"D","W Collum",10,9,3,1,8,11,3,5,0,1,0,0,"2018/19"
"SC0","24/11/2018","St Mirren","Hearts",2,0,"H",0,0,"D","C Thomson",8,9,6,1,19,9,3,4,2,0,0,0,"2018/19"
"SC0","01/12/2018","Kilmarnock","Hibernian",3,0,"H",2,0,"H","C Thomson",10,6,4,3,5,12,2,1,0,1,0,0,"2018/19"
"SC0","01/12/2018","Livingston","Motherwell",2,0,"H",1,0,"H","E Anderson",8,2,3,1,14,17,5,3,1,2,0,0,"2018/19"
"SC0","01/12/2018","St Mirren","Hamilton",1,3,"A",1,2,"A","K Clancy",22,7,4,4,15,12,6,2,1,3,1,0,"2018/19"
"SC0","02/12/2018","Hearts","Rangers",1,2,"A",1,2,"A","B Madden",5,17,2,8,17,12,5,10,0,1,0,1,"2018/19"
"SC0","05/12/2018","Dundee","Hamilton",4,0,"H",1,0,"H","J Beaton",14,11,5,3,7,6,5,4,1,2,0,0,"2018/19"
"SC0","05/12/2018","Hibernian","St Mirren",2,2,"D",0,1,"A","E Anderson",12,4,5,2,16,12,4,3,4,3,0,0,"2018/19"
"SC0","05/12/2018","Kilmarnock","Livingston",2,0,"H",2,0,"H","B Madden",10,9,4,4,9,15,6,3,0,2,0,0,"2018/19"
"SC0","05/12/2018","Motherwell","Celtic",1,1,"D",0,1,"A","K Clancy",6,8,3,4,18,7,3,4,3,0,0,0,"2018/19"
"SC0","05/12/2018","Rangers","Aberdeen",0,1,"A",0,1,"A","S McLean",11,3,4,3,21,16,9,1,2,1,1,1,"2018/19"
"SC0","05/12/2018","St Johnstone","Hearts",2,2,"D",1,2,"A","A Dallas",11,8,5,3,11,19,4,1,3,3,0,0,"2018/19"
"SC0","08/12/2018","Aberdeen","St Johnstone",0,2,"A",0,0,"D","D Robertson",11,6,4,4,7,12,2,5,1,3,0,0,"2018/19"
"SC0","08/12/2018","Celtic","Kilmarnock",5,1,"H",4,0,"H","N Walsh",20,9,11,5,14,13,5,4,2,3,0,0,"2018/19"
"SC0","08/12/2018","Hamilton","Hibernian",0,1,"A",0,0,"D","B Madden",7,14,2,10,12,16,1,6,2,1,0,0,"2018/19"
"SC0","08/12/2018","Hearts","Motherwell",1,0,"H",1,0,"H","W Collum",9,11,4,4,13,13,4,6,0,1,0,0,"2018/19"
"SC0","08/12/2018","Livingston","St Mirren",3,1,"H",0,1,"A","A Dallas",10,3,4,3,12,9,4,2,1,1,0,0,"2018/19"
"SC0","09/12/2018","Dundee","Rangers",1,1,"D",1,1,"D","A Muir",4,6,2,3,7,11,3,9,1,2,1,0,"2018/19"
"SC0","11/12/2018","Aberdeen","Livingston",3,2,"H",1,2,"A","C Thomson",18,3,8,3,7,14,9,1,1,2,0,0,"2018/19"
"SC0","14/12/2018","Livingston","Hearts",5,0,"H",0,0,"D","N Walsh",13,8,6,0,15,12,4,1,1,1,0,1,"2018/19"
"SC0","15/12/2018","Kilmarnock","Dundee",3,1,"H",0,0,"D","K Clancy",18,5,8,2,9,9,5,3,0,2,0,0,"2018/19"
"SC0","15/12/2018","St Johnstone","Motherwell",1,2,"A",0,2,"A","A Muir",10,10,4,6,8,19,11,6,1,4,0,0,"2018/19"
"SC0","15/12/2018","St Mirren","Aberdeen",1,2,"A",1,1,"D","G Aitken",2,13,2,6,17,11,2,6,4,2,0,0,"2018/19"
"SC0","16/12/2018","Hibernian","Celtic",2,0,"H",1,0,"H","D Robertson",7,12,6,4,13,6,4,8,0,2,0,0,"2018/19"
"SC0","16/12/2018","Rangers","Hamilton",1,0,"H",1,0,"H","E Anderson",15,2,5,1,13,9,22,2,1,2,0,0,"2018/19"
"SC0","18/12/2018","Aberdeen","Dundee",5,1,"H",2,0,"H","N Walsh",16,2,10,2,15,10,8,1,1,3,0,0,"2018/19"
"SC0","19/12/2018","Celtic","Motherwell",3,0,"H",3,0,"H","B Madden",13,2,7,0,5,13,5,3,0,2,0,0,"2018/19"
"SC0","19/12/2018","Hibernian","Rangers",0,0,"D",0,0,"D","C Thomson",7,19,1,8,13,10,1,11,2,1,0,0,"2018/19"
"SC0","22/12/2018","Aberdeen","Hearts",2,0,"H",1,0,"H","J Beaton",11,4,3,1,18,15,5,0,2,2,0,1,"2018/19"
"SC0","22/12/2018","Celtic","Dundee",3,0,"H",1,0,"H","E Anderson",27,3,14,1,6,6,10,1,0,1,0,0,"2018/19"
"SC0","22/12/2018","Hamilton","Kilmarnock",1,1,"D",1,1,"D","B Madden",6,13,3,4,17,12,3,6,3,0,0,0,"2018/19"
"SC0","22/12/2018","Hibernian","Livingston",1,1,"D",0,0,"D","G Aitken",16,10,8,4,13,12,6,2,1,3,0,0,"2018/19"
"SC0","22/12/2018","Motherwell","St Mirren",0,1,"A",0,0,"D","D Robertson",4,3,2,2,11,6,9,5,1,0,0,0,"2018/19"
"SC0","23/12/2018","St Johnstone","Rangers",1,2,"A",1,0,"H","N Walsh",9,14,3,5,12,13,3,3,3,2,0,0,"2018/19"
"SC0","26/12/2018","Aberdeen","Celtic",3,4,"A",1,1,"D","W Collum",8,12,4,7,17,14,2,3,3,1,0,0,"2018/19"
"SC0","26/12/2018","Dundee","Livingston",0,0,"D",0,0,"D","B Madden",15,10,5,1,6,7,8,7,2,0,0,1,"2018/19"
"SC0","26/12/2018","Hearts","Hamilton",2,0,"H",2,0,"H","D Robertson",15,4,4,1,8,11,5,6,2,0,0,1,"2018/19"
"SC0","26/12/2018","Motherwell","Kilmarnock",0,1,"A",0,1,"A","S McLean",6,16,0,3,16,13,2,7,2,1,1,0,"2018/19"
"SC0","26/12/2018","Rangers","Hibernian",1,1,"D",1,0,"H","A Dallas",10,7,4,2,9,12,7,3,0,2,0,0,"2018/19"
"SC0","26/12/2018","St Mirren","St Johnstone",0,1,"A",0,0,"D","K Clancy",7,8,1,3,6,11,3,6,0,1,0,0,"2018/19"
"SC0","29/12/2018","Dundee","St Johnstone",0,2,"A",0,1,"A","D Robertson",7,19,1,11,10,7,2,6,3,1,0,0,"2018/19"
"SC0","29/12/2018","Hamilton","Motherwell",1,2,"A",1,1,"D","N Walsh",8,13,2,4,12,17,1,8,1,3,0,0,"2018/19"
"SC0","29/12/2018","Hibernian","Hearts",0,1,"A",0,1,"A","K Clancy",16,8,4,5,11,14,11,2,1,2,0,0,"2018/19"
"SC0","29/12/2018","Kilmarnock","St Mirren",2,1,"H",2,1,"H","W Collum",12,3,4,1,8,12,5,3,1,2,0,0,"2018/19"
"SC0","29/12/2018","Livingston","Aberdeen",1,2,"A",0,0,"D","S McLean",7,11,2,3,16,11,5,6,0,0,0,0,"2018/19"
"SC0","29/12/2018","Rangers","Celtic",1,0,"H",1,0,"H","J Beaton",14,7,7,1,15,17,9,4,1,3,0,0,"2018/19"
"SC0","23/01/2019","Celtic","St Mirren",4,0,"H",2,0,"H","E Anderson",20,1,9,1,14,9,8,2,1,1,0,0,"2018/19"
"SC0","23/01/2019","Hamilton","Aberdeen",0,3,"A",0,1,"A","G Aitken",3,8,2,4,16,16,4,2,3,2,0,0,"2018/19"
"SC0","23/01/2019","Hearts","Dundee",1,2,"A",1,1,"D","J Beaton",16,10,8,6,9,16,7,2,1,3,0,0,"2018/19"
"SC0","23/01/2019","Kilmarnock","Rangers",2,1,"H",1,1,"D","D Robertson",8,15,3,7,14,16,3,6,5,2,0,0,"2018/19"
"SC0","23/01/2019","Motherwell","Hibernian",1,0,"H",1,0,"H","B Madden",13,11,5,3,12,13,3,1,1,2,0,0,"2018/19"
"SC0","23/01/2019","St Johnstone","Livingston",1,0,"H",0,0,"D","A Dallas",9,8,3,2,12,14,2,7,3,2,0,0,"2018/19"
"SC0","26/01/2019","Aberdeen","Kilmarnock",0,0,"D",0,0,"D","N Walsh",7,0,3,0,10,12,6,1,2,4,0,1,"2018/19"
"SC0","26/01/2019","Celtic","Hamilton",3,0,"H",1,0,"H","A Muir",25,3,14,1,9,11,13,3,0,3,0,0,"2018/19"
"SC0","26/01/2019","Dundee","Motherwell",0,1,"A",0,0,"D","W Collum",12,5,1,3,5,12,8,1,0,1,0,0,"2018/19"
"SC0","26/01/2019","Hearts","St Johnstone",2,0,"H",0,0,"D","C Thomson",14,2,7,0,10,11,8,3,1,3,0,0,"2018/19"
"SC0","27/01/2019","Livingston","Rangers",0,3,"A",0,1,"A","K Clancy",5,14,1,5,9,8,1,9,2,1,0,0,"2018/19"
"SC0","27/01/2019","St Mirren","Hibernian",1,3,"A",1,0,"H","S McLean",9,12,3,5,13,18,4,6,3,2,0,0,"2018/19"
"SC0","30/01/2019","Celtic","St Johnstone",2,0,"H",0,0,"D","G Aitken",21,1,9,0,10,7,9,2,1,1,0,0,"2018/19"
"SC0","01/02/2019","Kilmarnock","Hearts",1,2,"A",1,2,"A","S McLean",15,6,6,3,14,17,4,0,3,2,0,0,"2018/19"
"SC0","02/02/2019","Hamilton","Dundee",1,1,"D",0,0,"D","E Anderson",14,6,4,4,14,13,6,7,4,2,0,0,"2018/19"
"SC0","02/02/2019","Hibernian","Aberdeen",1,2,"A",1,2,"A","D Robertson",6,6,3,3,16,7,4,2,3,2,0,0,"2018/19"
"SC0","02/02/2019","Motherwell","Livingston",3,0,"H",3,0,"H","J Beaton",8,10,4,2,6,9,5,9,1,0,0,0,"2018/19"
"SC0","02/02/2019","Rangers","St Mirren",4,0,"H",1,0,"H","A Dallas",25,5,11,0,14,13,8,2,2,2,0,0,"2018/19"
"SC0","03/02/2019","St Johnstone","Celtic",0,2,"A",0,0,"D","W Collum",6,17,2,7,12,16,3,7,2,1,0,1,"2018/19"
"SC0","06/02/2019","Aberdeen","Rangers",2,4,"A",1,3,"A","B Madden",12,7,5,6,15,12,10,4,2,2,1,1,"2018/19"
"SC0","06/02/2019","Celtic","Hibernian",2,0,"H",1,0,"H","C Thomson",19,5,8,0,5,11,4,1,1,3,0,0,"2018/19"
"SC0","06/02/2019","Dundee","Kilmarnock",2,2,"D",2,1,"H","K Clancy",8,15,6,5,10,10,2,7,2,2,0,0,"2018/19"
"SC0","06/02/2019","Hamilton","St Johnstone",2,1,"H",0,0,"D","G Duncan",11,9,6,3,7,10,4,4,2,1,0,0,"2018/19"
"SC0","06/02/2019","Hearts","Livingston",0,0,"D",0,0,"D","A Muir",6,6,2,3,9,16,6,3,1,2,0,0,"2018/19"
"SC0","06/02/2019","St Mirren","Motherwell",1,2,"A",0,1,"A","N Walsh",9,12,4,7,8,13,9,8,1,2,0,0,"2018/19"
"SC0","16/02/2019","Aberdeen","St Mirren",2,2,"D",1,1,"D","C Thomson",16,7,5,2,8,14,11,3,0,2,0,0,"2018/19"
"SC0","16/02/2019","Hibernian","Hamilton",2,0,"H",2,0,"H","A Muir",13,6,4,3,15,11,8,4,3,2,0,0,"2018/19"
"SC0","16/02/2019","Livingston","Dundee",1,2,"A",1,0,"H","G Aitken",7,14,3,2,10,8,7,5,2,3,1,0,"2018/19"
"SC0","16/02/2019","Rangers","St Johnstone",0,0,"D",0,0,"D","S McLean",18,6,1,2,14,10,5,5,0,0,0,0,"2018/19"
"SC0","17/02/2019","Kilmarnock","Celtic",0,1,"A",0,0,"D","B Madden",8,12,1,6,12,8,7,3,0,1,1,1,"2018/19"
"SC0","17/02/2019","Motherwell","Hearts",2,1,"H",1,1,"D","N Walsh",10,13,7,3,16,15,7,6,2,2,0,1,"2018/19"
"SC0","22/02/2019","Dundee","Hibernian",2,4,"A",1,2,"A","J Beaton",6,10,5,8,13,10,5,2,4,1,0,0,"2018/19"
"SC0","23/02/2019","Hearts","St Mirren",1,1,"D",0,0,"D","D Robertson",15,8,6,1,14,13,9,2,3,3,0,0,"2018/19"
"SC0","23/02/2019","Livingston","Kilmarnock",1,0,"H",1,0,"H","A Dallas",9,7,2,2,12,5,3,2,2,0,0,0,"2018/19"
"SC0","23/02/2019","St Johnstone","Aberdeen",0,2,"A",0,1,"A","E Anderson",4,4,1,2,11,5,12,3,3,1,0,0,"2018/19"
"SC0","24/02/2019","Celtic","Motherwell",4,1,"H",2,0,"H","K Clancy",14,5,8,1,13,14,5,3,4,4,0,0,"2018/19"
"SC0","24/02/2019","Hamilton","Rangers",0,5,"A",0,4,"A","N Walsh",3,22,1,9,16,6,1,8,1,0,0,0,"2018/19"
"SC0","27/02/2019","Aberdeen","Hamilton",0,2,"A",0,1,"A","B Madden",18,5,4,3,11,17,11,5,1,2,0,0,"2018/19"
"SC0","27/02/2019","Hearts","Celtic",1,2,"A",0,1,"A","S McLean",6,16,3,7,17,13,4,5,3,2,1,0,"2018/19"
"SC0","27/02/2019","Rangers","Dundee",4,0,"H",3,0,"H","D Robertson",20,7,7,1,8,7,6,1,0,2,0,0,"2018/19"
"SC0","27/02/2019","St Johnstone","Hibernian",1,2,"A",1,0,"H","G Duncan",6,8,1,4,9,13,11,2,0,2,0,1,"2018/19"
"SC0","02/03/2019","Kilmarnock","Motherwell",0,0,"D",0,0,"D","J Beaton",11,7,4,4,11,11,4,5,3,2,0,0,"2018/19"
"SC0","02/03/2019","St Mirren","Livingston",1,0,"H",0,0,"D","N Walsh",10,8,5,1,7,12,4,7,1,3,0,0,"2018/19"
"SC0","08/03/2019","Hibernian","Rangers",1,1,"D",0,1,"A","S McLean",13,19,6,6,19,9,5,5,3,3,1,0,"2018/19"
"SC0","09/03/2019","Celtic","Aberdeen",0,0,"D",0,0,"D","C Thomson",8,6,2,2,9,11,11,3,1,1,0,0,"2018/19"
"SC0","09/03/2019","Dundee","Hearts",0,1,"A",0,1,"A","N Walsh",9,4,3,3,18,16,8,3,3,3,0,0,"2018/19"
"SC0","09/03/2019","Livingston","St Johnstone",3,1,"H",1,1,"D","J Beaton",11,5,4,2,10,5,2,5,1,1,0,0,"2018/19"
"SC0","09/03/2019","Motherwell","Hamilton",3,0,"H",3,0,"H","A Dallas",14,10,9,3,14,14,2,1,2,4,0,0,"2018/19"
"SC0","11/03/2019","St Mirren","Kilmarnock",0,1,"A",0,0,"D","D Robertson",11,16,5,4,14,9,7,4,1,1,0,0,"2018/19"
"SC0","16/03/2019","Aberdeen","Livingston",1,1,"D",1,1,"D","D Robertson",8,7,3,3,12,10,4,3,0,0,0,0,"2018/19"
"SC0","16/03/2019","Hamilton","Hearts",1,0,"H",1,0,"H","W Collum",11,8,5,1,15,18,3,5,0,0,0,0,"2018/19"
"SC0","16/03/2019","Hibernian","Motherwell",2,0,"H",2,0,"H","K Clancy",13,11,5,6,8,10,4,6,2,2,0,0,"2018/19"
"SC0","16/03/2019","Rangers","Kilmarnock",1,1,"D",0,1,"A","G Aitken",9,2,7,1,5,9,5,3,2,4,0,0,"2018/19"
"SC0","17/03/2019","Dundee","Celtic",0,1,"A",0,0,"D","B Madden",8,24,3,8,6,5,5,12,1,0,0,0,"2018/19"
"SC0","27/03/2019","St Johnstone","St Mirren",1,0,"H",1,0,"H","S McLean",6,10,4,3,10,16,7,4,0,1,0,1,"2018/19"
"SC0","29/03/2019","Livingston","Hibernian",1,2,"A",0,0,"D","N Walsh",12,6,2,3,9,9,6,6,0,0,0,0,"2018/19"
"SC0","30/03/2019","Hearts","Aberdeen",2,1,"H",0,1,"A","J Beaton",8,8,5,3,12,21,1,5,4,4,0,0,"2018/19"
"SC0","30/03/2019","Kilmarnock","Hamilton",5,0,"H",1,0,"H","A Dallas",14,2,7,1,7,7,6,1,1,3,0,0,"2018/19"
"SC0","30/03/2019","Motherwell","St Johnstone",3,0,"H",0,0,"D","E Anderson",10,4,3,1,2,1,5,6,1,1,0,0,"2018/19"
"SC0","30/03/2019","St Mirren","Dundee",2,1,"H",1,1,"D","W Collum",7,7,4,3,14,13,2,1,1,1,0,0,"2018/19"
"SC0","31/03/2019","Celtic","Rangers",2,1,"H",1,0,"H","B Madden",12,6,7,1,8,16,10,5,3,2,0,1,"2018/19"
"SC0","03/04/2019","Aberdeen","Motherwell",3,1,"H",1,1,"D","G Duncan",16,2,7,1,12,12,3,1,1,1,0,0,"2018/19"
"SC0","03/04/2019","Hibernian","Kilmarnock",0,0,"D",0,0,"D","S McLean",5,9,2,5,15,10,2,6,2,4,0,0,"2018/19"
"SC0","03/04/2019","Livingston","Hamilton",2,0,"H",0,0,"D","A Muir",13,3,6,1,15,8,4,5,2,2,0,0,"2018/19"
"SC0","03/04/2019","Rangers","Hearts",3,0,"H",2,0,"H","K Clancy",15,8,6,4,12,18,6,4,1,2,0,0,"2018/19"
"SC0","03/04/2019","St Johnstone","Dundee",2,0,"H",1,0,"H","G Aitken",10,10,6,3,11,13,6,1,1,1,0,0,"2018/19"
"SC0","03/04/2019","St Mirren","Celtic",0,2,"A",0,1,"A","D Robertson",4,18,1,6,10,12,1,2,1,2,0,0,"2018/19"
"SC0","06/04/2019","Celtic","Livingston",0,0,"D",0,0,"D","E Anderson",18,3,11,1,6,12,8,4,0,4,0,0,"2018/19"
"SC0","06/04/2019","Dundee","Aberdeen",0,2,"A",0,0,"D","A Dallas",6,17,1,7,16,6,4,8,2,1,0,0,"2018/19"
"SC0","06/04/2019","Hamilton","St Mirren",1,1,"D",0,0,"D","J Beaton",13,11,6,1,20,8,7,5,1,0,0,0,"2018/19"
"SC0","06/04/2019","Hearts","Hibernian",1,2,"A",1,1,"D","W Collum",15,11,8,6,11,19,11,2,1,2,0,0,"2018/19"
"SC0","06/04/2019","Kilmarnock","St Johnstone",2,0,"H",2,0,"H","B Madden",18,5,8,1,13,10,15,2,1,4,0,1,"2018/19"
"SC0","07/04/2019","Motherwell","Rangers",0,3,"A",0,2,"A","N Walsh",9,8,1,4,11,9,2,1,2,0,0,0,"2018/19"
"SC0","20/04/2019","Hamilton","Motherwell",1,1,"D",0,1,"A","D Robertson",13,9,4,3,14,15,2,5,3,1,0,0,"2018/19"
"SC0","20/04/2019","Hearts","Rangers",1,3,"A",0,2,"A","J Beaton",11,12,6,5,13,10,6,2,1,1,0,0,"2018/19"
"SC0","20/04/2019","Kilmarnock","Aberdeen",0,1,"A",0,0,"D","S McLean",4,9,2,2,18,22,1,3,2,4,3,0,"2018/19"
"SC0","20/04/2019","Livingston","St Mirren",1,3,"A",1,1,"D","W Collum",9,14,2,9,7,9,4,7,0,1,1,0,"2018/19"
"SC0","20/04/2019","St Johnstone","Dundee",2,0,"H",0,0,"D","A Muir",12,7,8,2,16,15,4,2,1,3,0,0,"2018/19"
"SC0","21/04/2019","Hibernian","Celtic",0,0,"D",0,0,"D","N Walsh",13,20,3,6,11,3,4,9,5,0,0,0,"2018/19"
"SC0","27/04/2019","Celtic","Kilmarnock",1,0,"H",0,0,"D","W Collum",27,11,6,6,15,10,6,5,2,2,0,0,"2018/19"
"SC0","27/04/2019","Hamilton","Livingston",3,3,"D",1,0,"H","G Aitken",15,8,7,4,9,11,9,4,2,0,0,0,"2018/19"
"SC0","27/04/2019","Motherwell","Dundee",4,3,"H",2,2,"D","K Clancy",17,11,8,6,10,16,10,4,2,3,1,0,"2018/19"
"SC0","27/04/2019","St Mirren","St Johnstone",1,1,"D",0,0,"D","S McLean",9,4,3,1,15,13,7,3,3,3,0,0,"2018/19"
"SC0","28/04/2019","Hibernian","Hearts",1,1,"D",0,0,"D","C Thomson",9,5,4,4,14,20,5,4,2,6,0,0,"2018/19"
"SC0","28/04/2019","Rangers","Aberdeen",2,0,"H",0,0,"D","D Robertson",16,4,6,1,12,12,7,1,1,2,0,1,"2018/19"
"SC0","04/05/2019","Aberdeen","Celtic",0,3,"A",0,1,"A","J Beaton",12,12,3,7,11,7,3,10,2,3,0,0,"2018/19"
"SC0","04/05/2019","Dundee","Hamilton",0,1,"A",0,0,"D","N Walsh",8,13,2,5,10,10,3,8,0,1,0,0,"2018/19"
"SC0","04/05/2019","Hearts","Kilmarnock",0,1,"A",0,0,"D","K Clancy",10,10,2,5,18,18,5,8,3,5,0,0,"2018/19"
"SC0","04/05/2019","Motherwell","St Mirren",1,1,"D",0,0,"D","A Muir",9,10,4,5,16,13,5,3,1,3,0,0,"2018/19"
"SC0","04/05/2019","St Johnstone","Livingston",1,1,"D",1,0,"H","D Munro",8,10,3,4,7,18,6,6,0,2,0,0,"2018/19"
"SC0","05/05/2019","Rangers","Hibernian",1,0,"H",1,0,"H","B Madden",17,5,7,1,8,13,4,3,0,3,1,0,"2018/19"
"SC0","10/05/2019","Aberdeen","Hearts",2,1,"H",0,0,"D","B Madden",13,6,4,4,17,25,2,2,2,4,0,0,"2018/19"
"SC0","11/05/2019","Kilmarnock","Hibernian",1,0,"H",1,0,"H","A Dallas",15,6,5,3,6,13,11,3,0,1,0,0,"2018/19"
"SC0","11/05/2019","Livingston","Dundee",0,1,"A",0,1,"A","A Newlands",13,5,4,4,11,12,3,0,1,1,0,0,"2018/19"
"SC0","11/05/2019","St Johnstone","Motherwell",2,0,"H",1,0,"H","C Steven",10,5,5,1,13,13,3,4,2,3,0,0,"2018/19"
"SC0","12/05/2019","Rangers","Celtic",2,0,"H",1,0,"H","K Clancy",11,3,5,1,12,12,6,3,2,2,0,0,"2018/19"
"SC0","13/05/2019","St Mirren","Hamilton",2,0,"H",0,0,"D","W Collum",20,7,7,2,14,17,9,2,2,1,0,1,"2018/19"
"SC0","18/05/2019","Dundee","St Mirren",2,3,"A",1,0,"H","A Muir",4,12,3,6,13,11,0,9,2,2,1,0,"2018/19"
"SC0","18/05/2019","Hamilton","St Johnstone",2,0,"H",1,0,"H","S McLean",13,7,6,0,12,9,7,3,3,1,0,0,"2018/19"
"SC0","18/05/2019","Motherwell","Livingston",3,2,"H",3,0,"H","D Munro",14,19,6,8,10,12,4,8,0,0,0,0,"2018/19"
"SC0","19/05/2019","Celtic","Hearts",2,1,"H",1,1,"D","C Thomson",16,4,7,3,11,9,9,1,1,1,0,0,"2018/19"
"SC0","19/05/2019","Hibernian","Aberdeen",1,2,"A",1,1,"D","E Anderson",15,14,8,7,18,4,2,3,4,1,0,0,"2018/19"
"SC0","19/05/2019","Kilmarnock","Rangers",2,1,"H",1,0,"H","W Collum",9,7,4,3,12,14,4,7,1,3,0,0,"2018/19"
"SC0","03/08/2019","Celtic","St Johnstone",7,0,"H",3,0,"H","K Clancy",24,2,11,0,10,10,8,0,0,3,0,0,"2019/20"
"SC0","03/08/2019","Hibernian","St Mirren",1,0,"H",0,0,"D","E Anderson",13,14,5,5,4,9,4,5,1,2,0,0,"2019/20"
"SC0","03/08/2019","Livingston","Motherwell",0,0,"D",0,0,"D","D Munro",9,10,5,5,12,17,5,10,1,3,0,0,"2019/20"
"SC0","03/08/2019","Ross County","Hamilton",3,0,"H",2,0,"H","A Newlands",12,9,6,5,11,11,9,6,0,3,0,0,"2019/20"
"SC0","04/08/2019","Kilmarnock","Rangers",1,2,"A",0,1,"A","W Collum",5,14,3,10,12,20,2,7,2,1,0,0,"2019/20"
"SC0","04/08/2019","Aberdeen","Hearts",3,2,"H",1,0,"H","D Robertson",10,7,5,3,18,22,4,4,4,3,0,1,"2019/20"
"SC0","10/08/2019","Motherwell","Celtic",2,5,"A",1,2,"A","N Walsh",11,17,3,5,14,8,5,5,5,0,0,0,"2019/20"
"SC0","10/08/2019","St Johnstone","Livingston",2,2,"D",0,2,"A","A Dallas",7,11,4,8,13,18,2,5,1,3,0,0,"2019/20"
"SC0","10/08/2019","Hamilton","Kilmarnock",2,0,"H",1,0,"H","B Madden",4,17,3,6,16,9,1,17,0,1,1,0,"2019/20"
"SC0","10/08/2019","Hearts","Ross County",0,0,"D",0,0,"D","A Muir",7,15,2,3,14,11,8,6,0,3,0,0,"2019/20"
"SC0","11/08/2019","Rangers","Hibernian",6,1,"H",2,1,"H","J Beaton",34,6,19,4,8,13,14,2,2,3,0,1,"2019/20"
"SC0","11/08/2019","St Mirren","Aberdeen",1,0,"H",1,0,"H","S McLean",10,13,4,4,15,14,3,9,1,2,0,0,"2019/20"
"SC0","24/08/2019","Hamilton","Motherwell",1,3,"A",1,2,"A","A Dallas",3,20,1,7,11,17,2,11,0,1,1,0,"2019/20"
"SC0","24/08/2019","Hibernian","St Johnstone",2,2,"D",1,0,"H","D Robertson",9,18,3,5,17,12,5,5,1,0,0,0,"2019/20"
"SC0","24/08/2019","Kilmarnock","Aberdeen",0,0,"D",0,0,"D","A Muir",7,8,1,4,10,15,2,4,3,1,0,0,"2019/20"
"SC0","24/08/2019","Ross County","Livingston",1,4,"A",1,3,"A","J Beaton",6,14,2,6,8,8,6,5,1,1,0,0,"2019/20"
"SC0","25/08/2019","St Mirren","Rangers",0,1,"A",0,0,"D","K Clancy",7,15,2,7,9,12,3,6,1,2,0,0,"2019/20"
"SC0","25/08/2019","Celtic","Hearts",3,1,"H",1,0,"H","W Collum",9,5,5,3,13,13,7,3,1,3,0,0,"2019/20"
"SC0","31/08/2019","Aberdeen","Ross County",3,0,"H",2,0,"H","N Walsh",11,7,6,2,17,17,6,2,2,1,0,0,"2019/20"
"SC0","31/08/2019","Hearts","Hamilton",2,2,"D",1,0,"H","G Aitken",13,14,3,5,12,14,6,8,1,2,0,0,"2019/20"
"SC0","31/08/2019","Livingston","St Mirren",2,1,"H",1,0,"H","C Steven",11,11,3,5,12,18,4,2,1,3,0,0,"2019/20"
"SC0","31/08/2019","Motherwell","Hibernian",3,0,"H",1,0,"H","S McLean",15,8,9,5,10,10,6,3,3,2,0,0,"2019/20"
"SC0","31/08/2019","St Johnstone","Kilmarnock",0,1,"A",0,1,"A","D Munro",11,7,3,3,9,9,5,3,0,4,0,0,"2019/20"
"SC0","01/09/2019","Rangers","Celtic",0,2,"A",0,1,"A","B Madden",9,13,2,6,13,10,8,5,1,1,1,0,"2019/20"
"SC0","14/09/2019","Hamilton","Celtic",0,1,"A",0,1,"A","D Robertson",3,12,1,2,19,10,1,4,2,0,0,0,"2019/20"
"SC0","14/09/2019","Aberdeen","St Johnstone",1,1,"D",1,1,"D","S McLean",7,8,2,3,11,13,6,4,0,2,0,0,"2019/20"
"SC0","14/09/2019","Hearts","Motherwell",2,3,"A",0,1,"A","E Anderson",8,10,3,7,18,17,1,4,3,3,0,0,"2019/20"
"SC0","14/09/2019","Kilmarnock","Hibernian",2,0,"H",0,0,"D","K Clancy",12,7,4,3,13,17,3,2,0,1,0,0,"2019/20"
"SC0","14/09/2019","Rangers","Livingston",3,1,"H",0,0,"D","W Collum",23,6,10,2,15,12,9,2,0,1,0,1,"2019/20"
"SC0","14/09/2019","Ross County","St Mirren",2,1,"H",0,0,"D","C Steven",11,6,5,2,13,12,5,1,2,1,0,0,"2019/20"
